mcp,tool_name,summary,full_description
mirror_vanisher_dev,chunk_directory,"Analyze an entire directory and create a comprehensive chunking strategy identifying which files need to be split into chunks due to size. Use this when you need to plan how to process a large codebase, identify files that exceed size limits, create a processing strategy for large projects, understand which files need chunking before analysis, or prepare a systematic approach for reviewing code. Scans all files in directory recursively, measures file sizes in lines, categorizes files as large (n","Analyze an entire directory and create a comprehensive chunking strategy identifying which files need to be split into chunks due to size. Use this when you need to plan how to process a large codebase, identify files that exceed size limits, create a processing strategy for large projects, understand which files need chunking before analysis, or prepare a systematic approach for reviewing code. Scans all files in directory recursively, measures file sizes in lines, categorizes files as large (need chunking) or small (processable as-is), calculates estimated chunk counts for large files, and provides statistics. Returns files needing chunks (with line counts and estimated chunk numbers), small files list, and summary statistics (total large files, total small files). Configurable max_file_size threshold (default 500 lines) determines the chunking boundary. Critical for planning large codebase analysis workflows."
mirror_vanisher_dev,create_plan,"Create detailed, atomic, and file-specific implementation plans for development tasks including feature implementation, bug fixes, or refactoring. Use this when you need to plan how to implement a feature, create step-by-step approach for bug fixes, organize refactoring work, break down complex tasks into manageable steps, identify files to modify, define testing requirements, or establish clear implementation roadmap. Analyzes task description to automatically detect task type (bugfix, refactor","Create detailed, atomic, and file-specific implementation plans for development tasks including feature implementation, bug fixes, or refactoring. Use this when you need to plan how to implement a feature, create step-by-step approach for bug fixes, organize refactoring work, break down complex tasks into manageable steps, identify files to modify, define testing requirements, or establish clear implementation roadmap. Analyzes task description to automatically detect task type (bugfix, refactoring, feature_implementation, general), generates appropriate step-by-step plan with specific actions and details for each step, identifies potential risks and considerations, defines testing requirements (unit tests, integration tests, edge cases), and incorporates context from exploration and architecture analysis. Returns comprehensive plan with task type, ordered steps with actions and details, estimated files to modify, potential risks, testing requirements, a TODO_list (stored in memory), and a beautifully formatted plan output. The TODO_list contains each step as a separate item with status tracking. Each time create_plan is called, the TODO_list in memory is overwritten with the new plan."
mirror_vanisher_dev,get_todo_list,"Retrieve the current TODO_list from memory that was generated by the most recent create_plan call. Use this when you need to check the current plan steps, review TODO items, track progress on implementation steps, or reference the plan without creating a new one. Returns the TODO_list array with each step's number, action, details, and status.","Retrieve the current TODO_list from memory that was generated by the most recent create_plan call. Use this when you need to check the current plan steps, review TODO items, track progress on implementation steps, or reference the plan without creating a new one. Returns the TODO_list array with each step's number, action, details, and status."
mirror_vanisher_dev,execute_plan,"Execute the plan by automatically matching TODO_list steps with available tools using semantic similarity, building a DETAILED_TODO_list with tool mappings and parameters, and optionally auto-executing all matched tools without ratings or heuristics. Use this when you need to automatically execute a previously created plan, convert high-level TODO steps into concrete tool invocations, match plan steps with appropriate development and execution tools, build a detailed execution plan with tool nam","Execute the plan by automatically matching TODO_list steps with available tools using semantic similarity, building a DETAILED_TODO_list with tool mappings and parameters, and optionally auto-executing all matched tools without ratings or heuristics. Use this when you need to automatically execute a previously created plan, convert high-level TODO steps into concrete tool invocations, match plan steps with appropriate development and execution tools, build a detailed execution plan with tool names and parameters, or automatically run all steps in sequence without manual intervention. This tool uses embeddings and semantic similarity to find the best matching tools from both Mirror+Vanisher Development MCP (for exploration, architecture, code generation, testing, quality, security) and Executor MCP (for code execution, file operations, build operations, directory operations). The DETAILED_TODO_list is stored in Redis/memory for inspection and includes tool names, parameters, similarity scores, and execution status. When auto_execute is True (default), it will automatically run all matched tools in sequence with ratings and heuristics disabled for uninterrupted execution. Returns detailed execution results including the DETAILED_TODO_list with all tool mappings, similarity scores, extracted parameters, execution results for each item, and overall execution status."
mirror_vanisher_dev,validate_plan,"Validate and verify that an implementation plan is complete, feasible, and well-structured before execution. Use this when you need to check if a plan has all necessary steps, verify plan completeness before starting work, identify missing elements in implementation plans, ensure plans have proper structure, validate testing requirements are defined, or catch planning issues early. Checks for required plan fields (task, steps, testing_requirements), validates step structure (action, details, pro","Validate and verify that an implementation plan is complete, feasible, and well-structured before execution. Use this when you need to check if a plan has all necessary steps, verify plan completeness before starting work, identify missing elements in implementation plans, ensure plans have proper structure, validate testing requirements are defined, or catch planning issues early. Checks for required plan fields (task, steps, testing_requirements), validates step structure (action, details, proper numbering), identifies missing information, flags warnings about incomplete sections, and provides detailed validation results. Returns validation status (valid/invalid), list of critical issues that must be fixed, list of warnings for improvements, and clear validation message. Ensures plans are thorough before development begins, preventing incomplete or poorly thought-out implementations."
mirror_vanisher_dev,generate_diff,"Generate safe, reviewable code diffs showing proposed changes to a file before applying them. Use this when you need to preview changes before modifying files, create diffs for code review, see what will change before committing, generate patches for specific modifications, plan code changes safely, or prepare changes for approval. Analyzes original file content, creates diff preview structure, performs safety checks (file exists, writable, needs backup), validates file accessibility, and provid","Generate safe, reviewable code diffs showing proposed changes to a file before applying them. Use this when you need to preview changes before modifying files, create diffs for code review, see what will change before committing, generate patches for specific modifications, plan code changes safely, or prepare changes for approval. Analyzes original file content, creates diff preview structure, performs safety checks (file exists, writable, needs backup), validates file accessibility, and provides change metadata. Returns diff generation status, file path, change description, original line count, safety check results (file existence, writability, backup recommendation), and preparation message. This is a planning/preview tool - use apply_changes to actually modify files. Critical for safe code modification workflows."
mirror_vanisher_dev,apply_changes,"Apply code changes and modifications to files with automatic safety checks including backup creation and dry-run preview capability. Use this when you need to modify source code files, implement planned changes, apply generated diffs, update code safely with automatic backups, test changes with dry-run mode before committing, or make production code modifications. Creates automatic timestamped backups before modifications, supports dry-run mode for previewing without changes, validates file exis","Apply code changes and modifications to files with automatic safety checks including backup creation and dry-run preview capability. Use this when you need to modify source code files, implement planned changes, apply generated diffs, update code safely with automatic backups, test changes with dry-run mode before committing, or make production code modifications. Creates automatic timestamped backups before modifications, supports dry-run mode for previewing without changes, validates file existence and permissions, applies diffs or direct modifications, and tracks backup locations. Returns success status, file path modified, backup file path (with timestamp), dry-run indicator if previewing, and operation result message. Use dry_run=true to preview changes without modifying files. Essential safety tool for code modification workflows ensuring changes can always be reverted."
mirror_vanisher_dev,rewrite_file,"Completely replace and rewrite entire file contents with new content while maintaining safety through automatic backup creation. Use this when you need to completely replace file content, rewrite files from scratch, update configuration files entirely, regenerate source files, replace implementations completely, or make comprehensive file changes. Creates automatic timestamped backup of original content (optional but recommended), writes entirely new content to file, validates file paths and per","Completely replace and rewrite entire file contents with new content while maintaining safety through automatic backup creation. Use this when you need to completely replace file content, rewrite files from scratch, update configuration files entirely, regenerate source files, replace implementations completely, or make comprehensive file changes. Creates automatic timestamped backup of original content (optional but recommended), writes entirely new content to file, validates file paths and permissions, tracks backup locations, and handles encoding properly. Returns success status, file path, backup path (if created), new line count, and completion message. Unlike apply_changes which applies diffs, this tool performs complete file replacement. Critical for major file updates while maintaining ability to restore original content. Default creates backups (backup=true) to prevent data loss."
mirror_vanisher_dev,generate_tests,"Generate test templates, test file structures, and testing recommendations for source code files or functions. Use this when you need to create unit tests for new code, generate integration test structures, build edge case test templates, establish testing frameworks for untested code, create test files following best practices, or get testing recommendations for specific test types. Detects appropriate test framework (pytest, unittest for Python; jest, mocha for JavaScript), generates test file","Generate test templates, test file structures, and testing recommendations for source code files or functions. Use this when you need to create unit tests for new code, generate integration test structures, build edge case test templates, establish testing frameworks for untested code, create test files following best practices, or get testing recommendations for specific test types. Detects appropriate test framework (pytest, unittest for Python; jest, mocha for JavaScript), generates test file paths following naming conventions (test_*.py, *.test.js), creates test templates based on test type (unit, integration, edge cases), provides framework-specific recommendations, and suggests testing strategies. Returns test generation status, source file path, generated test file path, test type (unit/integration/edge), detected test framework, and detailed recommendations for the test type. Supports unit testing (isolated function tests with mocks), integration testing (component interaction tests), and edge case testing (boundary conditions, error scenarios). Foundation for comprehensive test coverage."
mirror_vanisher_dev,run_tests,"Execute and run automated tests in a directory or file using the appropriate testing framework with support for pytest, unittest, jest, and mocha. Use this when you need to verify code functionality, check if tests pass, validate recent changes, ensure no regressions, run continuous integration checks, execute test suites, or verify implementation correctness. Automatically detects testing framework (pytest.ini/pyproject.toml for pytest, jest.config.js for jest, etc.), runs framework-specific te","Execute and run automated tests in a directory or file using the appropriate testing framework with support for pytest, unittest, jest, and mocha. Use this when you need to verify code functionality, check if tests pass, validate recent changes, ensure no regressions, run continuous integration checks, execute test suites, or verify implementation correctness. Automatically detects testing framework (pytest.ini/pyproject.toml for pytest, jest.config.js for jest, etc.), runs framework-specific test commands, captures stdout and stderr output, reports test results with pass/fail status, shows exit codes, and handles timeouts. Returns test execution success status, framework used, exit code (0 for success), complete stdout output, stderr output, and result message. Supports verbose output, test discovery, and framework auto-detection. Essential for test-driven development and continuous validation workflows. Helps ensure code quality and catch bugs early."
mirror_vanisher_dev,verify_changes,"Verify and validate code changes by automatically finding and running relevant tests for modified files. Use this when you need to check if changes broke existing functionality, run tests related to specific file modifications, verify changes before committing, execute targeted tests for changed files, ensure modifications don't cause regressions, or get quick feedback on recent changes. Finds test files related to changed files (test_*.py for *.py files), runs tests only for modified files (not","Verify and validate code changes by automatically finding and running relevant tests for modified files. Use this when you need to check if changes broke existing functionality, run tests related to specific file modifications, verify changes before committing, execute targeted tests for changed files, ensure modifications don't cause regressions, or get quick feedback on recent changes. Finds test files related to changed files (test_*.py for *.py files), runs tests only for modified files (not entire suite), reports results per changed file, identifies files without tests, and provides aggregated pass/fail status. Returns verification success status, whether all tests passed, results array with test outcomes per file, count of files tested, and count of files without tests. More efficient than running entire test suite - focuses on relevant tests for changed code. Critical for rapid development iteration with confidence."
mirror_vanisher_dev,run_linter,"Run static code analysis linters to detect code quality issues, style violations, potential bugs, and anti-patterns with optional auto-fix capability. Use this when you need to check code quality, identify style violations, find potential bugs before runtime, enforce coding standards, clean up code formatting issues automatically, or prepare code for review. Automatically detects and uses appropriate linter (ruff/flake8 for Python, eslint for JavaScript/TypeScript), runs linting analysis on file","Run static code analysis linters to detect code quality issues, style violations, potential bugs, and anti-patterns with optional auto-fix capability. Use this when you need to check code quality, identify style violations, find potential bugs before runtime, enforce coding standards, clean up code formatting issues automatically, or prepare code for review. Automatically detects and uses appropriate linter (ruff/flake8 for Python, eslint for JavaScript/TypeScript), runs linting analysis on files/directories, supports automatic fixing of violations (--fix flag), captures linting output and issues, reports violation counts, and provides detailed linting results. Returns linting success status (clean code or issues found), linter used, exit code, stdout with violations, stderr output, whether auto-fix was applied, and result message. Supports ruff (fast modern Python linter), flake8 (traditional Python linter), and eslint (JavaScript/TypeScript linter). Essential for maintaining code quality and consistency."
mirror_vanisher_dev,run_formatter,"Run automatic code formatters to standardize code style, fix formatting inconsistencies, and apply consistent styling across codebase. Use this when you need to format code to match style guidelines, fix indentation and spacing issues, standardize code appearance, prepare code for commits, apply consistent formatting across files, or check if code matches formatting standards. Automatically detects and uses appropriate formatter (ruff format/black for Python, prettier for JavaScript/TypeScript/J","Run automatic code formatters to standardize code style, fix formatting inconsistencies, and apply consistent styling across codebase. Use this when you need to format code to match style guidelines, fix indentation and spacing issues, standardize code appearance, prepare code for commits, apply consistent formatting across files, or check if code matches formatting standards. Automatically detects and uses appropriate formatter (ruff format/black for Python, prettier for JavaScript/TypeScript/JSON/CSS), runs formatting operations, supports check-only mode to verify without changes, applies consistent style rules, and reports formatting status. Returns formatting success status, formatter used, exit code, stdout and stderr output, check-only mode indicator, and result message (formatting correct or changes needed). Use check_only=true to verify formatting without modifying files. Use check_only=false to apply formatting changes. Essential for maintaining consistent code style across team development."
mirror_vanisher_dev,run_type_checker,"Run static type checkers to verify type correctness, catch type errors before runtime, and ensure type safety in statically-typed or type-annotated code. Use this when you need to verify type annotations, catch type mismatches, check Python type hints, validate TypeScript types, ensure type safety, find type-related bugs early, or enforce strict typing. Automatically detects and uses appropriate type checker (mypy for Python, tsc for TypeScript), analyzes type annotations and declarations, ident","Run static type checkers to verify type correctness, catch type errors before runtime, and ensure type safety in statically-typed or type-annotated code. Use this when you need to verify type annotations, catch type mismatches, check Python type hints, validate TypeScript types, ensure type safety, find type-related bugs early, or enforce strict typing. Automatically detects and uses appropriate type checker (mypy for Python, tsc for TypeScript), analyzes type annotations and declarations, identifies type errors and mismatches, validates type consistency across codebase, reports type violations with locations, and checks type coverage. Returns type checking success status, type checker used, exit code, stdout with type errors, stderr output, and result message (type checking passed or errors found). Supports mypy (Python static type checker) and tsc (TypeScript compiler in type-check mode). Critical for type-safe development and catching type-related bugs before runtime."
mirror_vanisher_dev,full_quality_check,"Run comprehensive quality checks combining linting, code formatting, and type checking in a single operation with optional auto-fix for all fixable issues. Use this when you need to perform complete code quality validation, prepare code for production, check all quality metrics before committing, run pre-commit quality gates, ensure code meets all quality standards, or get complete quality report in one operation. Executes run_linter (with optional auto-fix), run_formatter (with optional formatt","Run comprehensive quality checks combining linting, code formatting, and type checking in a single operation with optional auto-fix for all fixable issues. Use this when you need to perform complete code quality validation, prepare code for production, check all quality metrics before committing, run pre-commit quality gates, ensure code meets all quality standards, or get complete quality report in one operation. Executes run_linter (with optional auto-fix), run_formatter (with optional formatting application), and run_type_checker sequentially, aggregates results from all three checks, reports whether all checks passed, provides detailed results for each check type, and supports auto-fix mode to automatically resolve fixable issues. Returns comprehensive quality check status, whether all checks passed (true if linting, formatting, and type checking all succeed), detailed results object with individual check outcomes, and summary message. Use fix=true to automatically fix linting and formatting issues. Essential for comprehensive code quality validation before merging or deployment. Recommended for pre-commit hooks and CI/CD pipelines."
mirror_vanisher_dev,scan_secrets,"Scan codebase for hardcoded secrets, credentials, API keys, passwords, and sensitive information using pattern matching and heuristics. Use this when you need to find exposed secrets before committing, audit code for security issues, check for accidentally committed credentials, scan for API keys and tokens, identify potential security vulnerabilities, or ensure no sensitive data is in code. Scans all text files recursively, uses regex patterns to detect common secret types (API keys, passwords,","Scan codebase for hardcoded secrets, credentials, API keys, passwords, and sensitive information using pattern matching and heuristics. Use this when you need to find exposed secrets before committing, audit code for security issues, check for accidentally committed credentials, scan for API keys and tokens, identify potential security vulnerabilities, or ensure no sensitive data is in code. Scans all text files recursively, uses regex patterns to detect common secret types (API keys, passwords, AWS credentials, private keys, database passwords, tokens, etc.), identifies files and line numbers with potential secrets, categorizes findings by severity (high/medium/low), provides context around matches (surrounding lines), and generates detailed security report. Returns scan success status, path scanned, complete findings list with file paths, line numbers, secret types, severity levels, and context, total findings count, and severity breakdown. Detects API keys, passwords, secret tokens, AWS access/secret keys, private keys, database passwords, and generic long strings that might be secrets. Critical for preventing credential leaks and maintaining security."
mirror_vanisher_dev,check_vulnerabilities,"Check project dependencies and packages for known security vulnerabilities using vulnerability databases (safety for Python, npm audit for JavaScript/Node.js). Use this when you need to scan dependencies for CVEs, check for vulnerable packages, audit third-party libraries, find outdated packages with security issues, ensure dependency security, or prepare security reports. Automatically detects dependency files (requirements.txt for Python, package.json for JavaScript), uses appropriate security","Check project dependencies and packages for known security vulnerabilities using vulnerability databases (safety for Python, npm audit for JavaScript/Node.js). Use this when you need to scan dependencies for CVEs, check for vulnerable packages, audit third-party libraries, find outdated packages with security issues, ensure dependency security, or prepare security reports. Automatically detects dependency files (requirements.txt for Python, package.json for JavaScript), uses appropriate security scanner (safety for Python dependencies, npm audit for Node.js), queries vulnerability databases, identifies vulnerable packages with CVE details, reports severity levels and affected versions, and provides remediation recommendations. Returns vulnerability scan status, path checked, results array with scanner-specific outputs, vulnerability counts, whether vulnerabilities were found, and detailed vulnerability information. Supports Python (safety scanner for requirements.txt), JavaScript/Node.js (npm audit for package.json). Essential for dependency security management and compliance requirements. Helps prevent using packages with known security flaws."
mirror_vanisher_dev,security_audit,"Run complete and comprehensive security audit combining secret scanning and dependency vulnerability checking in a single thorough security assessment. Use this when you need to perform full security review, check all security aspects before deployment, audit codebase for security compliance, prepare security reports, validate no security issues exist, or get complete security status. Executes scan_secrets to find hardcoded credentials and sensitive data, runs check_vulnerabilities to audit depe","Run complete and comprehensive security audit combining secret scanning and dependency vulnerability checking in a single thorough security assessment. Use this when you need to perform full security review, check all security aspects before deployment, audit codebase for security compliance, prepare security reports, validate no security issues exist, or get complete security status. Executes scan_secrets to find hardcoded credentials and sensitive data, runs check_vulnerabilities to audit dependencies, combines results into unified security report, identifies all security issues across code and dependencies, reports whether any security issues exist, and provides detailed findings for both secret exposure and vulnerable dependencies. Returns comprehensive audit status, path audited, complete secrets_scan results (all findings with locations and types), complete vulnerabilities_check results (all vulnerable dependencies), whether security issues were found (true if either secrets or vulnerabilities detected), and summary message. Essential for pre-deployment security validation, compliance checks, and security-first development. Recommended to run before every release and periodically on codebases. Critical for maintaining security posture."
mirror_vanisher_dev,complete_feature_workflow,"Execute complete end-to-end workflow for implementing a new feature from initial exploration through planning and guidance for implementation, testing, and quality checks. Use this when you need to add a new feature to a codebase, implement new functionality systematically, follow best practices for feature development, get structured guidance for implementation, ensure all development steps are covered, or execute a comprehensive development process. Runs full_exploration to understand codebase","Execute complete end-to-end workflow for implementing a new feature from initial exploration through planning and guidance for implementation, testing, and quality checks. Use this when you need to add a new feature to a codebase, implement new functionality systematically, follow best practices for feature development, get structured guidance for implementation, ensure all development steps are covered, or execute a comprehensive development process. Runs full_exploration to understand codebase, creates detailed implementation plan with create_plan, provides ready status and guidance for implementation (use generate_diff/apply_changes to code), provides ready status and guidance for testing (use generate_tests/run_tests), provides ready status and guidance for quality checks (use full_quality_check), and returns complete workflow with all step results. Returns workflow ID, workflow type (feature_implementation), exploration results (structure, tech stack, entrypoints), detailed implementation plan with steps, implementation ready status with next action guidance, testing ready status with test generation instructions, quality check ready status with validation instructions, and workflow completion message. This workflow guides you through all steps but requires LLM assistance for actual code generation, testing, and quality validation. Recommended starting point for all feature development work. Ensures systematic and thorough feature implementation."
mirror_vanisher_dev,bugfix_workflow,"Execute complete end-to-end workflow for fixing bugs systematically from initial exploration through architecture analysis and guidance for bug fixing and verification. Use this when you need to fix a bug in existing code, resolve issues methodically, understand bug context before fixing, follow systematic bug resolution process, ensure bug fixes don't cause regressions, or get structured guidance for debugging. Runs full_exploration to understand codebase context, executes analyze_architecture ","Execute complete end-to-end workflow for fixing bugs systematically from initial exploration through architecture analysis and guidance for bug fixing and verification. Use this when you need to fix a bug in existing code, resolve issues methodically, understand bug context before fixing, follow systematic bug resolution process, ensure bug fixes don't cause regressions, or get structured guidance for debugging. Runs full_exploration to understand codebase context, executes analyze_architecture to understand system design around bug, creates detailed bugfix plan with reproduction steps and fix strategy, provides ready status and guidance for implementing fix (use generate_diff/apply_changes), provides ready status and guidance for verification (use run_tests), and returns complete workflow with all step results. Returns workflow ID, workflow type (bug_fix), exploration results (structure, tech stack), architecture analysis (patterns, organization), detailed fix plan with root cause analysis, implementation ready status with fix guidance, verification ready status with testing instructions, and workflow completion message. This workflow helps you understand bug context before fixing and ensures systematic resolution. Recommended for all bug fixing work. Critical for preventing regression bugs and ensuring quality fixes."
mirror_vanisher_dev,refactor_workflow,"Execute complete end-to-end workflow for refactoring code systematically while maintaining functionality from architecture analysis through planning and guidance for implementation, testing, and quality validation. Use this when you need to refactor code to improve design, restructure code while preserving behavior, improve code quality and maintainability, apply better design patterns, reduce technical debt, or modernize legacy code. Runs analyze_architecture to understand current design, creat","Execute complete end-to-end workflow for refactoring code systematically while maintaining functionality from architecture analysis through planning and guidance for implementation, testing, and quality validation. Use this when you need to refactor code to improve design, restructure code while preserving behavior, improve code quality and maintainability, apply better design patterns, reduce technical debt, or modernize legacy code. Runs analyze_architecture to understand current design, creates detailed refactoring plan with behavior preservation strategy, provides ready status and guidance for refactoring implementation (use generate_diff/apply_changes), provides ready status and guidance for testing to ensure behavior unchanged (use run_tests), provides ready status and guidance for quality validation (use full_quality_check), and returns complete workflow with all step results. Returns workflow ID, workflow type (refactoring), architecture analysis results (patterns, structure), detailed refactoring plan with steps and risks, refactoring ready status with implementation guidance, testing ready status emphasizing behavior preservation, quality check ready status with validation instructions, and workflow completion message. This workflow ensures refactoring doesn't break functionality and improves code quality. Recommended for all refactoring work. Critical for safe code restructuring and technical debt reduction."
